id,user_id,order_date,status
360,1546,2022-10-03,placed
361,1666,2022-10-01,placed
362,940,2022-09-13,return_pending
363,276,2022-09-30,returned
364,132,2022-09-19,return_pending
365,575,2022-10-03,shipped
366,567,2022-09-08,completed
367,160,2022-09-09,returned
368,1783,2022-09-24,return_pending
369,1224,2022-09-18,placed
370,1530,2022-10-08,return_pending
371,658,2022-10-03,returned
372,1831,2022-09-25,placed
373,1119,2022-09-26,placed
374,613,2022-09-19,return_pending
375,573,2022-10-05,completed
376,1166,2022-10-08,returned
377,444,2022-10-06,completed
378,1138,2022-10-08,return_pending
379,1090,2022-09-21,return_pending
380,614,2022-09-21,shipped
381,27,2022-09-10,shipped
382,423,2022-09-22,completed
383,796,2022-09-08,placed
384,286,2022-09-28,completed
385,1236,2022-09-26,completed
386,319,2022-09-20,completed
387,988,2022-10-08,placed
388,1880,2022-09-22,placed
389,1820,2022-09-11,completed
390,80,2022-09-28,shipped
391,965,2022-09-16,completed
392,1268,2022-10-01,return_pending
393,1738,2022-09-28,shipped
394,749,2022-09-07,return_pending
395,472,2022-09-09,placed
396,1683,2022-09-23,returned
397,1584,2022-10-05,return_pending
398,270,2022-10-08,placed
399,1898,2022-09-30,return_pending
400,1054,2022-09-12,placed
401,1994,2022-09-15,placed
402,693,2022-09-27,placed
403,25,2022-10-04,completed
404,1251,2022-09-07,returned
405,1913,2022-09-23,shipped
406,1792,2022-09-20,return_pending
407,664,2022-10-03,placed
408,247,2022-10-04,shipped
409,710,2022-09-27,completed
410,1367,2022-09-14,shipped
411,778,2022-09-15,placed
412,714,2022-09-26,placed
413,685,2022-09-24,shipped
414,1347,2022-10-06,returned
415,1765,2022-10-03,placed
416,1556,2022-09-11,returned
417,1804,2022-09-19,completed
418,1499,2022-09-27,shipped
419,905,2022-09-06,return_pending
420,738,2022-09-23,completed
421,1533,2022-09-12,returned
422,778,2022-09-21,return_pending
423,1434,2022-09-10,completed
424,1635,2022-09-11,placed
425,1869,2022-09-15,return_pending
426,1276,2022-09-28,completed
427,470,2022-09-08,placed
428,143,2022-10-03,return_pending
429,1339,2022-10-08,placed
430,1470,2022-10-04,return_pending
431,1864,2022-10-03,placed
432,205,2022-09-19,placed
433,1427,2022-09-27,placed
434,622,2022-10-08,completed
435,360,2022-09-27,completed
436,725,2022-09-11,completed
437,509,2022-09-05,return_pending
438,1592,2022-09-09,completed
439,608,2022-10-03,shipped
440,1362,2022-09-21,shipped
441,1934,2022-09-27,completed
442,1250,2022-09-14,placed
443,1548,2022-10-04,placed
444,629,2022-09-10,return_pending
445,1869,2022-09-15,completed
446,1443,2022-09-15,shipped
447,1887,2022-10-05,completed
448,146,2022-09-23,completed
449,581,2022-10-02,returned
450,1512,2022-09-11,returned
451,350,2022-09-08,return_pending
452,288,2022-09-14,completed
453,740,2022-09-26,return_pending
454,642,2022-10-04,returned
455,251,2022-10-02,shipped
456,914,2022-09-18,shipped
457,253,2022-09-05,return_pending
458,434,2022-09-10,placed
459,1399,2022-09-21,placed
460,1010,2022-09-08,completed
461,1980,2022-09-25,return_pending
462,1720,2022-09-25,return_pending
463,917,2022-09-16,shipped
464,571,2022-09-20,shipped
465,1615,2022-09-17,placed
466,1735,2022-09-30,shipped
467,1967,2022-09-08,return_pending
468,608,2022-09-24,return_pending
469,845,2022-09-10,completed
470,64,2022-09-30,completed
471,1168,2022-09-07,returned
472,1547,2022-09-16,shipped
473,1093,2022-10-05,return_pending
474,1721,2022-09-05,shipped
475,1865,2022-09-22,completed
476,1095,2022-09-14,returned
477,974,2022-09-12,placed
478,1123,2022-09-23,returned
479,1411,2022-10-06,completed
480,916,2022-09-27,shipped
481,219,2022-10-05,returned
482,101,2022-10-01,return_pending
483,93,2022-09-30,shipped
484,1403,2022-10-02,shipped
485,1595,2022-09-28,return_pending
486,1812,2022-10-03,placed
487,405,2022-09-08,completed
488,971,2022-09-15,placed
489,1267,2022-09-25,placed
490,1551,2022-09-08,return_pending
491,55,2022-09-22,return_pending
492,189,2022-09-06,completed
493,1031,2022-09-16,shipped
494,261,2022-10-03,completed
495,1537,2022-10-07,placed
496,1092,2022-09-15,placed
497,1873,2022-10-08,returned
498,467,2022-09-23,placed
499,869,2022-09-12,returned
500,958,2022-09-06,shipped
501,1568,2022-09-10,placed
502,1473,2022-09-15,completed
503,130,2022-09-08,shipped
504,499,2022-10-07,returned
505,587,2022-10-06,return_pending
506,1300,2022-09-07,returned
507,49,2022-09-21,shipped
508,246,2022-09-13,returned
509,1651,2022-09-05,return_pending
510,956,2022-10-03,return_pending
511,24,2022-09-27,shipped
512,426,2022-09-11,return_pending
513,139,2022-09-29,shipped
514,1424,2022-09-22,shipped
515,1974,2022-10-08,completed
516,1827,2022-09-07,completed
517,1154,2022-09-23,returned
518,1770,2022-09-29,completed
519,570,2022-09-26,completed
520,1586,2022-10-04,placed
521,648,2022-09-26,placed
522,823,2022-09-22,placed
523,1310,2022-10-01,returned
524,1930,2022-10-04,returned
525,1446,2022-09-28,completed
526,625,2022-09-20,placed
527,1051,2022-09-19,return_pending
528,1619,2022-10-01,return_pending
529,849,2022-09-25,returned
530,1721,2022-09-26,return_pending
531,1610,2022-09-25,return_pending
532,863,2022-09-09,placed
533,1340,2022-09-14,return_pending
534,1355,2022-09-13,placed
535,432,2022-09-06,completed
536,1048,2022-09-14,placed
537,1398,2022-09-21,return_pending
538,676,2022-09-11,shipped
539,1433,2022-10-07,shipped
540,827,2022-10-01,completed
541,941,2022-09-05,return_pending
542,1106,2022-09-07,return_pending
543,502,2022-10-04,shipped
544,1417,2022-09-25,placed
545,1666,2022-09-20,placed
546,1275,2022-09-13,returned
547,1160,2022-09-30,completed
548,1164,2022-09-30,completed
549,1714,2022-10-06,shipped
550,805,2022-10-07,returned
551,1497,2022-10-04,completed
552,1792,2022-09-07,completed
553,203,2022-10-03,returned
554,605,2022-10-01,shipped
555,459,2022-09-12,placed
556,1705,2022-10-01,returned
557,1538,2022-09-26,shipped
558,1136,2022-10-05,returned
559,1721,2022-09-24,placed
560,633,2022-09-26,shipped
561,1099,2022-09-15,placed
562,982,2022-10-01,completed
563,1642,2022-10-03,placed
564,1716,2022-09-13,return_pending
565,977,2022-09-30,shipped
566,1240,2022-10-01,completed
567,1981,2022-10-08,placed
568,1666,2022-09-12,returned
569,620,2022-10-04,returned
570,1343,2022-10-05,placed
571,582,2022-10-06,completed
572,531,2022-09-07,placed
573,1099,2022-09-18,returned
574,1233,2022-10-01,placed
575,774,2022-09-27,placed
576,74,2022-09-29,return_pending
577,1195,2022-09-20,return_pending
578,1925,2022-09-30,shipped
579,1069,2022-09-16,return_pending
580,277,2022-09-20,returned
581,1349,2022-09-13,completed
582,770,2022-09-18,placed
583,1270,2022-09-09,returned
584,367,2022-09-29,shipped
585,648,2022-09-20,placed
586,1260,2022-09-12,return_pending
587,1329,2022-09-11,placed
588,1870,2022-10-04,placed
589,466,2022-09-13,shipped
590,1429,2022-09-24,placed
591,1621,2022-09-20,completed
592,1671,2022-09-21,shipped
593,1638,2022-09-27,shipped
594,1761,2022-09-07,shipped
595,1877,2022-09-22,shipped
596,17,2022-09-05,shipped
597,1273,2022-09-30,shipped
598,205,2022-09-26,shipped
599,170,2022-10-02,shipped
600,355,2022-09-06,placed
601,762,2022-09-19,return_pending
602,1627,2022-10-03,shipped
603,1091,2022-09-23,placed
604,796,2022-09-07,placed
605,1675,2022-09-13,returned
606,1136,2022-09-10,placed
607,1251,2022-10-06,completed
608,22,2022-09-06,placed
609,869,2022-09-23,return_pending
610,1011,2022-09-30,returned
611,1302,2022-09-16,shipped
612,1449,2022-09-07,returned
613,815,2022-10-03,returned
614,491,2022-09-27,return_pending
615,117,2022-10-04,placed
616,573,2022-09-20,placed
617,92,2022-09-18,completed
618,717,2022-09-25,placed
619,1708,2022-09-07,placed
620,1132,2022-09-24,shipped
621,1809,2022-09-21,completed
622,609,2022-09-06,returned
623,818,2022-10-02,return_pending
624,250,2022-09-18,return_pending
625,991,2022-09-09,placed
626,1376,2022-09-23,returned
627,189,2022-09-23,shipped
628,1904,2022-09-21,return_pending
629,612,2022-09-16,returned
630,1895,2022-09-09,completed
631,1856,2022-09-05,completed
632,283,2022-10-05,completed
633,552,2022-09-19,completed
634,634,2022-09-20,completed
635,1477,2022-10-08,return_pending
636,1193,2022-10-08,completed
637,105,2022-09-25,completed
638,1959,2022-09-17,return_pending
639,148,2022-10-05,placed
640,1517,2022-09-30,completed
641,1636,2022-09-17,returned
642,1694,2022-09-26,shipped
643,699,2022-10-01,return_pending
644,504,2022-10-03,completed
645,187,2022-09-21,completed
646,301,2022-09-15,completed
647,672,2022-09-10,completed
648,1204,2022-09-11,returned
649,626,2022-09-08,completed
650,232,2022-09-05,return_pending
651,1484,2022-09-24,completed
652,1106,2022-09-18,completed
653,1607,2022-09-09,shipped
654,469,2022-09-19,placed
655,496,2022-09-22,placed
656,293,2022-09-15,returned
657,1848,2022-09-06,placed
658,1965,2022-09-19,shipped
659,1074,2022-09-15,placed
660,685,2022-10-02,shipped
661,1927,2022-09-10,returned
662,1895,2022-09-17,returned
663,1965,2022-09-09,returned
664,1080,2022-10-07,returned
665,1815,2022-10-02,shipped
666,594,2022-09-18,placed
667,485,2022-10-01,completed
668,34,2022-09-06,completed
669,1812,2022-09-27,returned
670,1503,2022-10-08,shipped
671,1968,2022-09-30,returned
672,1052,2022-09-23,returned
673,1788,2022-09-27,return_pending
674,1283,2022-09-07,completed
675,301,2022-10-08,placed
676,1723,2022-09-25,returned
677,1480,2022-09-08,return_pending
678,1410,2022-10-04,returned
679,439,2022-09-17,returned
680,1844,2022-09-06,placed
681,711,2022-09-12,return_pending
682,1814,2022-10-03,completed
683,1835,2022-09-05,shipped
684,1043,2022-09-29,shipped
685,546,2022-10-05,returned
686,1179,2022-09-18,shipped
687,172,2022-09-17,shipped
688,657,2022-09-06,placed
689,1205,2022-09-12,return_pending
690,776,2022-10-08,placed
691,1154,2022-09-10,return_pending
692,803,2022-10-01,completed
693,1815,2022-10-02,return_pending
694,1967,2022-10-01,returned
695,1377,2022-10-04,shipped
696,1385,2022-09-28,return_pending
697,877,2022-10-02,completed
698,1253,2022-09-21,placed
699,191,2022-10-07,shipped
700,1175,2022-10-02,placed
701,333,2022-09-27,return_pending
702,1604,2022-09-09,placed
703,109,2022-09-18,completed
704,1179,2022-09-09,placed
705,426,2022-09-25,returned
706,380,2022-09-14,returned
707,1111,2022-09-21,shipped
708,1349,2022-09-23,returned
709,982,2022-09-09,completed
710,387,2022-10-03,shipped
711,1299,2022-09-11,shipped
712,1513,2022-10-05,completed
713,11,2022-09-30,placed
714,1732,2022-09-22,placed
715,232,2022-10-04,returned
716,260,2022-10-08,placed
717,853,2022-09-11,placed
718,315,2022-09-06,returned
719,1170,2022-09-27,completed
720,767,2022-09-19,placed
721,1199,2022-09-17,return_pending
722,1277,2022-09-30,placed
723,1401,2022-09-26,returned
724,1378,2022-10-04,returned
725,1565,2022-10-07,placed
726,1164,2022-09-20,returned
727,1282,2022-10-02,returned
728,1075,2022-09-11,returned
729,1139,2022-10-02,placed
730,1684,2022-09-22,shipped
731,135,2022-10-05,completed
732,1612,2022-09-22,shipped
733,576,2022-09-15,shipped
734,236,2022-10-06,completed
735,1272,2022-09-12,return_pending
736,406,2022-09-21,shipped
737,1024,2022-09-08,placed
738,1887,2022-09-17,returned
739,115,2022-09-09,placed
740,615,2022-09-30,shipped
741,476,2022-10-07,shipped
742,1602,2022-09-12,completed
743,940,2022-09-30,shipped
744,617,2022-09-11,shipped
745,1357,2022-09-25,completed
746,1858,2022-09-16,completed
747,1822,2022-09-16,return_pending
748,1718,2022-09-05,placed
749,818,2022-09-26,return_pending
750,1696,2022-09-14,completed
751,1566,2022-09-07,completed
752,641,2022-09-09,completed
753,531,2022-09-21,returned
754,1604,2022-09-06,placed
755,1134,2022-09-29,shipped
756,1670,2022-09-07,completed
757,820,2022-09-20,completed
758,36,2022-09-10,completed
759,787,2022-09-16,placed
760,1224,2022-09-13,shipped
761,915,2022-10-03,shipped
762,1454,2022-10-08,shipped
763,1554,2022-09-06,placed
764,429,2022-10-07,returned
765,1420,2022-09-25,returned
766,39,2022-09-29,return_pending
767,1451,2022-09-10,completed
768,30,2022-09-26,placed
769,225,2022-09-07,placed
770,1607,2022-10-02,placed
771,1339,2022-09-28,returned
772,514,2022-10-06,placed
773,1575,2022-09-28,completed
774,1851,2022-09-11,placed
775,644,2022-09-11,shipped
776,56,2022-09-25,return_pending
777,452,2022-09-24,placed
778,1688,2022-09-20,placed
779,1371,2022-09-21,returned
780,1521,2022-09-16,placed
781,257,2022-09-09,completed
782,723,2022-09-25,returned
783,103,2022-10-08,shipped
784,921,2022-09-05,completed
785,58,2022-09-29,returned
786,1327,2022-09-23,placed
787,805,2022-09-21,returned
788,1440,2022-09-30,return_pending
789,1181,2022-09-25,shipped
790,404,2022-09-29,shipped
791,1569,2022-09-08,returned
792,956,2022-10-05,placed
793,619,2022-09-18,return_pending
794,1995,2022-09-28,shipped
795,1023,2022-09-22,returned
796,1095,2022-09-25,placed
797,410,2022-09-17,completed
798,1517,2022-09-12,return_pending
799,1047,2022-10-06,returned
800,1007,2022-09-18,shipped
801,409,2022-09-23,return_pending
802,29,2022-09-16,completed
803,1160,2022-09-28,returned
804,609,2022-09-18,returned
805,451,2022-09-24,return_pending
806,60,2022-09-28,return_pending
807,908,2022-09-25,placed
808,263,2022-09-15,return_pending
809,1438,2022-09-07,completed
810,1926,2022-10-01,returned
811,711,2022-09-27,placed
812,909,2022-10-04,placed
813,573,2022-09-05,returned
814,372,2022-09-09,completed
815,108,2022-10-05,completed
816,690,2022-10-08,return_pending
817,997,2022-09-09,placed
818,102,2022-10-08,shipped
819,1905,2022-09-07,return_pending
820,1049,2022-10-04,return_pending
821,828,2022-09-12,placed
822,1141,2022-09-24,return_pending
823,1625,2022-09-09,completed
824,1655,2022-09-25,return_pending
825,1867,2022-09-07,completed
826,183,2022-10-07,returned
827,686,2022-09-08,completed
828,1880,2022-10-02,returned
829,851,2022-09-28,completed
830,1248,2022-09-16,returned
831,953,2022-09-18,completed
832,570,2022-09-17,completed
833,666,2022-09-12,completed
834,1496,2022-09-30,shipped
835,1343,2022-10-01,return_pending
836,429,2022-09-28,placed
837,1486,2022-10-04,return_pending
838,466,2022-09-30,placed
839,582,2022-09-08,placed
840,113,2022-09-19,shipped
841,1195,2022-10-04,shipped
842,1429,2022-10-07,return_pending
843,1506,2022-09-26,returned
844,224,2022-09-12,completed
845,1728,2022-09-23,shipped
846,1502,2022-09-09,shipped
847,1556,2022-09-22,return_pending
848,871,2022-09-22,shipped
849,899,2022-09-12,returned
850,525,2022-09-20,return_pending
851,53,2022-09-29,returned
852,959,2022-10-07,completed
853,1868,2022-09-27,return_pending
854,1983,2022-09-28,return_pending
855,1946,2022-09-28,shipped
856,715,2022-09-20,completed
857,1622,2022-09-20,shipped
858,904,2022-09-17,return_pending
859,1761,2022-09-07,return_pending
860,1932,2022-09-21,completed
861,112,2022-09-06,completed
862,1254,2022-09-20,completed
863,1270,2022-09-24,return_pending
864,270,2022-10-05,completed
865,889,2022-09-22,placed
866,563,2022-10-02,shipped
867,1797,2022-09-19,completed
868,1718,2022-09-25,completed
869,821,2022-09-22,return_pending
870,215,2022-10-02,placed
871,603,2022-09-05,returned
872,791,2022-09-08,returned
873,955,2022-10-02,completed
874,1167,2022-10-05,returned
875,665,2022-09-11,completed
876,473,2022-09-08,completed
877,977,2022-09-11,returned
878,5,2022-09-18,returned
879,1783,2022-09-27,placed
880,1349,2022-09-12,return_pending
881,283,2022-09-13,shipped
882,1183,2022-09-10,placed
883,864,2022-09-27,placed
884,786,2022-10-04,return_pending
885,1395,2022-10-02,completed
886,340,2022-10-06,returned
887,805,2022-09-22,placed
888,1713,2022-09-26,return_pending
889,1651,2022-10-08,completed
890,1690,2022-09-12,return_pending
891,752,2022-09-14,shipped
892,303,2022-09-10,completed
893,1623,2022-09-27,return_pending
894,577,2022-10-04,shipped
895,1882,2022-10-03,returned
896,278,2022-09-07,shipped
897,1527,2022-09-20,placed
898,857,2022-10-03,return_pending
899,881,2022-09-11,shipped
900,1119,2022-09-15,returned
901,1989,2022-09-18,shipped
902,1388,2022-09-24,return_pending
903,625,2022-09-05,returned
904,32,2022-09-07,returned
905,1514,2022-09-26,returned
906,1721,2022-09-23,return_pending
907,1425,2022-09-27,returned
908,76,2022-09-24,returned
909,273,2022-10-07,placed
910,1723,2022-09-05,completed
911,1165,2022-10-03,completed
912,1216,2022-09-11,returned
913,859,2022-09-10,returned
914,820,2022-10-02,placed
915,567,2022-09-08,return_pending
916,422,2022-09-13,placed
917,397,2022-09-21,shipped
918,179,2022-09-24,completed
919,801,2022-10-04,completed
920,1597,2022-10-07,returned
921,1007,2022-09-09,shipped
922,1545,2022-09-05,completed
923,569,2022-10-07,shipped
924,1374,2022-09-13,returned
925,128,2022-10-01,completed
926,1669,2022-09-30,return_pending
